SampleID,LAP,MMT,CMC,CNF,SLK,AGR,ALG,CAR,CHS,PEC,PUL,STA,GEL,GLU,ZIN,GLY,FFA,LAC,LEV,PHA,SRB,SUA,XYL,Detachability,FlatnessUni,Feasibility,Detachability_STD,FlatnessUni_STD,Feasibility_STD,Weight
aTS-F952,0.0489,0.0,0.0,0.0,0.3473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2733,0.0,0.0326,0.0,0.2979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F953,0.0,0.0,0.0,0.0,0.0,0.0,0.329,0.0,0.1668,0.0,0.0,0.0,0.0,0.0,0.2097,0.0,0.2335,0.0,0.061,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F954,0.1093,0.0,0.0,0.0,0.0,0.1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0331,0.0,0.0,0.2062,0.5174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F955,0.0,0.0,0.0,0.0,0.0773,0.2277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3806,0.0,0.3144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F956,0.0,0.0,0.0,0.0554,0.1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.2525,0.0,0.3535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F957,0.0,0.1168,0.0,0.0,0.0,0.0,0.0,0.0,0.0643,0.0,0.0,0.0,0.0357,0.6963,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F958,0.0,0.0,0.0249,0.0,0.0,0.2573,0.0,0.3167,0.0,0.0,0.0,0.0,0.0,0.0,0.3375,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3314,0.0,0.1086,0.0,0.0,0.2317,0.0,0.0,0.0,0.0,0.0,0.0,0.3283,0.0,1.0,0.0,0.0,0.0,0.0,1.0
aTS-F95A,0.0,0.1037,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.2471,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.194,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F95B,0.0,0.0,0.0,0.1797,0.0,0.0,0.0,0.1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2772,0.0,0.0,0.3032,0.0,0.0,0.0956,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F95C,0.0,0.0,0.0,0.0,0.0,0.3886,0.0,0.0,0.0,0.0,0.2055,0.0,0.0573,0.0,0.0329,0.0,0.0,0.0,0.3157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F95D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4895,0.0,0.0,0.0,0.0329,0.0,0.0,0.0537,0.0,0.0,0.0636,0.0,0.0,0.3603,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F95E,0.0,0.1697,0.1885,0.1087,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.667,0.0,0.471,0.471,1.426196325
aTS-F95F,0.0,0.0,0.0,0.2264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.3929,0.0,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F960,0.0,0.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.2115,0.0,0.0,0.127,0.0,0.198,0.2685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F961,0.0,0.0,0.0,0.2609,0.0,0.0,0.2517,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.1928,0.0,0.2597,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.667,0.0,0.471,0.471,1.426196325
aTS-F962,0.3455,0.0,0.2587,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F963,0.1563,0.0,0.0,0.3731,0.0,0.2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0332,0.0,0.5161,0.0,0.0,0.0,0.0,0.1239,0.0747,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F965,0.0,0.0966,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.2811,0.0,0.0,0.0,0.2306,0.0,0.3267,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F966,0.1345,0.0,0.0,0.0,0.0,0.0,0.302,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.0,0.0,0.0,0.2015,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F967,0.0,0.0,0.0,0.1834,0.0,0.0,0.0,0.0,0.2635,0.0,0.0,0.0,0.0,0.0,0.0,0.2935,0.0,0.0,0.2105,0.0,0.0,0.0491,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F968,0.3034,0.0,0.0,0.0,0.0,0.3123,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.0,0.0,0.0,0.1003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F969,0.0,0.0,0.5721,0.0587,0.0,0.0,0.0,0.0,0.2811,0.0,0.0,0.0,0.0,0.0,0.0329,0.0,0.0,0.0,0.0552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F96A,0.0,0.2949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.3904,0.0,0.1751,0.0,0.0775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F96B,0.0,0.0,0.0,0.0,0.0,0.0,0.1515,0.0,0.0332,0.0,0.086,0.0,0.0,0.0,0.0,0.4054,0.0,0.3239,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.471,0.0,1.0
aTS-F96C,0.1851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2186,0.0,0.1571,0.1906,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F96D,0.1111,0.1098,0.0,0.0,0.0,0.5408,0.0,0.0,0.2383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F96E,0.0,0.0,0.0,0.2534,0.0,0.0,0.0,0.0288,0.0,0.0,0.2125,0.0,0.0,0.0,0.4503,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,1.0,0.667,0.667,0.0,0.471,0.471,1.426196325
aTS-F96F,0.0,0.0,0.0,0.0526,0.0,0.2123,0.0,0.0,0.0,0.0,0.279,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F970,0.0,0.0,0.3168,0.0,0.0,0.5693,0.0,0.0805,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F971,0.0,0.2011,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.231,0.0,0.0,0.0,0.184,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F972,0.0,0.0,0.0,0.3431,0.0,0.2475,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.3104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F973,0.0,0.0,0.0,0.0,0.0,0.0,0.2287,0.0,0.0,0.0,0.3438,0.0,0.0,0.0,0.0,0.1652,0.0,0.0496,0.0,0.0,0.0,0.2128,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F974,0.0,0.2594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.2802,0.0,0.0,0.1834,0.0,0.0,0.0,0.0,1.0,0.667,0.667,0.0,0.471,0.471,1.426196325
aTS-F975,0.0,0.0,0.0,0.0,0.0,0.1597,0.0,0.2578,0.0,0.0,0.0,0.0,0.0,0.2442,0.0,0.0,0.0,0.0,0.1744,0.1639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F976,0.0,0.0,0.0,0.0,0.0,0.1725,0.0,0.0,0.2091,0.0,0.0,0.0,0.2306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3878,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F977,0.0,0.0,0.0,0.1918,0.0,0.0,0.1395,0.2232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.2235,1.0,0.667,0.667,0.0,0.471,0.471,1.426196325
aTS-F978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842,0.2215,0.0,0.0,0.0,0.0,0.0,0.2353,0.236,0.123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F979,0.0,0.1789,0.0,0.0,0.0,0.0,0.0,0.1605,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.283,0.2415,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F97A,0.0,0.0,0.0449,0.0,0.0,0.0,0.3161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0329,0.1228,0.0,0.0,0.4833,0.0,0.0,0.0,0.0,1.0,0.667,0.667,0.0,0.471,0.471,1.426196325
aTS-F97B,0.3115,0.3239,0.0,0.0,0.0,0.0737,0.0,0.0,0.0,0.0,0.0,0.0,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0515,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F97C,0.258,0.0954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003,0.2527,0.0,0.0935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F97D,0.198,0.0,0.0,0.0,0.0,0.1922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1313,0.0,0.0,0.2285,0.0,0.0,0.0,0.25,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F97E,0.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3648,0.0,0.125,0.0,0.0,0.1946,0.1671,0.0,0.0,0.0,0.0,1.0,0.667,0.667,0.0,0.471,0.471,1.426196325
aTS-F97F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3278,0.0,0.0,0.0,0.1476,0.3394,0.0,0.667,0.0,0.0,0.471,0.0,1.0
aTS-F980,0.0,0.0,0.0,0.0,0.0,0.3639,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.339,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.333,0.0,0.0,0.471,0.0,1.0
aTS-F981,0.3879,0.0,0.0,0.0,0.0,0.0,0.0,0.0778,0.0,0.0,0.0,0.0,0.0,0.2159,0.0,0.0,0.2014,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F982,0.126,0.0,0.0,0.2989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554,0.0,0.1375,0.0,0.0,0.2821,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F983,0.0,0.1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3164,0.0,0.0,0.118,0.0,0.0,0.0,0.2761,0.0,0.0,0.1005,0.0,0.333,0.0,0.0,0.471,0.0,1.0
aTS-F984,0.0585,0.0,0.0,0.0,0.0,0.0,0.0,0.3903,0.0,0.0,0.0,0.0,0.0,0.0,0.2283,0.0,0.0,0.0885,0.0,0.0,0.0,0.0,0.2344,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F985,0.1815,0.0,0.1843,0.0,0.0,0.0,0.0,0.2277,0.0,0.0,0.0735,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F986,0.2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.2157,0.1967,0.0,0.0,0.0,0.0,0.0,0.0,0.2231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F987,0.0,0.1079,0.0,0.2859,0.0,0.0,0.0,0.0,0.0,0.0,0.2301,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.2681,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F988,0.0,0.0,0.0,0.0,0.0,0.1058,0.2082,0.0,0.0,0.0,0.3311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055,0.0493,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F989,0.2661,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.1926,0.0,0.2911,0.1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F98A,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.114,0.0,0.3143,0.2243,0.0,0.0,0.0,0.2774,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F98B,0.0,0.0,0.0,0.0,0.0,0.3997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0499,0.2633,0.0,0.0,0.0,0.0,0.0,0.2872,0.0,0.667,0.0,0.0,0.471,0.0,1.0
aTS-F98C,0.086,0.0,0.0,0.0,0.0,0.0,0.3042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3167,0.0,0.0,0.0,0.0,0.0,0.0635,0.2296,1.0,0.667,0.667,0.0,0.471,0.471,1.426196325
aTS-F98D,0.0,0.2539,0.0,0.1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2476,0.1616,0.0,0.0,0.2021,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F98E,0.0,0.5172,0.1341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825,0.1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F98F,0.0,0.0,0.2834,0.0617,0.0,0.1413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2751,0.0,0.2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F990,0.0,0.1556,0.0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.096,0.1834,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F991,0.0,0.1824,0.0,0.0,0.0,0.0,0.2844,0.0,0.1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3391,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F992,0.0,0.0,0.1197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1733,0.0,0.3814,0.0,0.0,0.3256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F993,0.0,0.0,0.0,0.0,0.0,0.0,0.1707,0.3468,0.0693,0.0,0.0,0.0,0.0,0.0,0.0,0.3637,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F994,0.0,0.0,0.0,0.2606,0.0,0.0,0.0,0.0,0.1542,0.0,0.0,0.0,0.0,0.0,0.1257,0.0,0.0,0.0,0.3845,0.075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F995,0.0,0.0,0.0,0.0,0.0,0.5934,0.0,0.0,0.0,0.0,0.0,0.0,0.2946,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.062,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F996,0.0,0.0,0.3591,0.0,0.0,0.1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494,0.1623,0.0,0.0,0.161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2213,0.0,0.0,0.0,0.0,0.4531,0.0,0.0,0.0,0.0,0.0,0.0,0.0619,0.0,0.0,0.2637,0.0,0.667,0.0,0.0,0.471,0.0,1.0
aTS-F998,0.0,0.0,0.3327,0.0,0.0,0.0,0.0686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2766,0.3222,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F999,0.0,0.2976,0.1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1137,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.267,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F99A,0.2741,0.258,0.0,0.0,0.0,0.1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2797,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F99B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3187,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0905,0.5519,0.0,0.667,0.0,0.0,0.471,0.0,1.0
aTS-F99C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1281,0.1863,0.0,0.16,0.286,0.2395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F99D,0.0,0.0,0.0,0.0,0.0,0.2219,0.0,0.0,0.0,0.0,0.2775,0.0,0.1929,0.0,0.0,0.2581,0.0,0.0,0.0,0.0,0.0,0.0496,0.0,0.0,0.333,0.0,0.0,0.471,0.0,1.0
aTS-F99E,0.3359,0.0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0721,0.0,0.0,0.0,0.049,0.0,0.2702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F99F,0.2302,0.0,0.0,0.0,0.0,0.0,0.1106,0.0,0.1161,0.0,0.0,0.0,0.2795,0.0,0.0,0.0,0.0,0.0,0.0,0.2637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9A0,0.0,0.0,0.0,0.0938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2711,0.0,0.2865,0.0,0.0,0.0,0.0,0.06,0.0,0.2886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9A1,0.0,0.0,0.0,0.1226,0.0,0.2497,0.0,0.0,0.2864,0.0,0.0,0.0,0.0,0.0899,0.0,0.2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9A2,0.0,0.3211,0.0,0.0,0.0,0.0,0.0,0.1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3024,0.0,0.0,0.1879,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F9A3,0.0,0.185,0.0515,0.0,0.0,0.0,0.0,0.1328,0.0,0.0,0.0,0.0,0.0,0.0,0.0967,0.0,0.0,0.534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9A4,0.0,0.0,0.1798,0.0,0.0,0.025,0.0,0.0,0.2297,0.0,0.0,0.0,0.0,0.0,0.0,0.5655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9A5,0.0,0.0,0.2652,0.0,0.0,0.0,0.0,0.2795,0.0,0.0,0.2835,0.0,0.0803,0.0,0.0,0.0,0.0,0.0,0.0915,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F9A6,0.0,0.0278,0.0,0.0,0.0,0.5208,0.0,0.0,0.0,0.0,0.1772,0.0,0.0,0.0,0.2741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F9A7,0.0,0.1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2607,0.286,0.0,0.0,0.0,0.0575,0.0,0.0,0.0,0.2446,0.0,0.0,0.333,0.0,0.0,0.471,0.0,1.0
aTS-F9A8,0.0,0.0,0.0,0.0,0.0,0.0868,0.0,0.0,0.0,0.0,0.2165,0.0,0.0,0.0,0.0377,0.0,0.366,0.0,0.293,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9A9,0.2325,0.1886,0.236,0.0,0.0,0.0615,0.2815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9AA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4384,0.16,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0975,0.179,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F9AB,0.0,0.0,0.0,0.3749,0.0,0.0,0.2518,0.2327,0.0,0.0,0.0,0.0,0.0,0.0346,0.0,0.0,0.0,0.0,0.0,0.1059,0.0,0.0,0.0,1.0,0.667,0.667,0.0,0.471,0.471,1.426196325
aTS-F9AC,0.0,0.2671,0.0,0.0,0.0,0.0,0.0,0.0,0.3763,0.0,0.0,0.0,0.0,0.1726,0.0,0.05,0.0,0.134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9AD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1915,0.0,0.0,0.0,0.0,0.272,0.0,0.248,0.1505,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9AE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392,0.0,0.0,0.0,0.0,0.1001,0.3457,0.052,0.0,0.0,0.0,0.0,0.0,0.063,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F9AF,0.1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0984,0.0,0.0,0.0,0.0,0.0,0.0,0.1127,0.0,0.0,0.147,0.0,0.4595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9B0,0.0492,0.1852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2244,0.0,0.2881,0.0,0.0,0.0,0.2532,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F9B1,0.175,0.0,0.2679,0.1092,0.0,0.0,0.1899,0.0,0.0,0.0,0.0,0.0,0.2579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-F9B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227,0.0,0.0,0.256,0.0,0.0,0.0,0.0507,0.2025,0.0,0.168,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-F9B3,0.0,0.1959,0.0,0.0,0.0,0.0,0.0,0.1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1006,0.0,0.0,0.2642,0.0,0.2892,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-F9B4,0.0,0.1252,0.0,0.0,0.0,0.0,0.3147,0.0,0.0,0.0,0.3162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439,1.0,0.333,0.333,0.0,0.471,0.471,1.212778675
aTS-FA01,0.0,0.0,0.0,0.3754,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.0,0.0,0.0913,0.0,0.0,0.0,0.0765,0.0,0.0,0.0,0.3199,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-FA02,0.0,0.4001,0.0,0.0,0.0,0.3318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-FA03,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.1749,0.0,0.0,0.0,0.2712,0.0,0.3049,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.471,0.0,1.0
aTS-FA04,0.0,0.0,0.0,0.2808,0.0,0.2455,0.0,0.0,0.0,0.0,0.0,0.0,0.0607,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0,0.252,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-FA05,0.1605,0.0,0.0,0.0,0.0,0.4115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.0,0.0,0.0535,0.0,0.0,0.0,0.0,0.1855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
