SampleID,LAP,MMT,CMC,CNF,SLK,AGR,ALG,CAR,CHS,PEC,PUL,STA,GEL,GLU,ZIN,GLY,FFA,LAC,LEV,PHA,SRB,SUA,XYL,Detachability,FlatnessUni,Feasibility,Detachability_STD,FlatnessUni_STD,Feasibility_STD,Weight
aTS-0B16,0.0,0.1956,0.3087,0.326,0.0,0.0,0.0,0.0,0.0356,0.0,0.0,0.0,0.0,0.0,0.0,0.1341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0B17,0.0,0.0,0.379,0.3542,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.0,0.0729,0.0,0.0,0.0,0.1199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0B18,0.0,0.1454,0.3349,0.3865,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0B19,0.0,0.105,0.3087,0.2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971,0.0,0.0,0.0,0.0,0.0,0.1644,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0B1A,0.0,0.0351,0.3151,0.2964,0.0,0.0,0.0,0.0,0.0,0.0,0.1433,0.0,0.2101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0B1B,0.0,0.207,0.3382,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0B1C,0.0,0.1853,0.269,0.2306,0.0,0.0,0.0,0.0,0.1228,0.0,0.0,0.0,0.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0B1D,0.0,0.2088,0.3382,0.2238,0.0983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0B1E,0.0,0.1355,0.3778,0.3255,0.0,0.0,0.015,0.0,0.0,0.0,0.1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C01,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.6973,0.0,0.0,0.0,0.1072,0.0,0.0,0.1027,0.0,0.0,0.0,0.0,0.0,0.0777,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C02,0.0,0.0,0.2632,0.2776,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.0,0.0,0.0,0.0,0.0316,0.0,0.0,0.2486,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C03,0.0,0.0,0.0,0.0222,0.0,0.0,0.0,0.0,0.7084,0.0,0.0,0.0,0.1673,0.057,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C04,0.0,0.0,0.0,0.0,0.0,0.0,0.0737,0.0,0.7106,0.0,0.0,0.0,0.0726,0.0,0.0,0.1129,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0C05,0.0,0.0,0.0,0.0593,0.0,0.0,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.2574,0.0,0.0626,0.0,0.0,0.0,0.0,0.0,0.1577,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C06,0.0,0.0284,0.3009,0.2713,0.0,0.0,0.0,0.0,0.0,0.0,0.2641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1353,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C07,0.0,0.0,0.2569,0.2312,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.1457,0.1562,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C08,0.0,0.0,0.3373,0.2494,0.0,0.015,0.0,0.0,0.0,0.0,0.2139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1844,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C09,0.0,0.0,0.2564,0.2343,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1793,0.049,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0C0A,0.0,0.0,0.2525,0.2938,0.0,0.0,0.0,0.0,0.0,0.0,0.2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1371,0.0,0.0,0.0,0.0539,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C0B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7466,0.0,0.015,0.0,0.1684,0.0,0.036,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C0C,0.0,0.0,0.0,0.0202,0.0,0.0,0.0,0.0298,0.7258,0.0,0.0,0.0,0.1167,0.0,0.0,0.1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0C0D,0.0,0.0,0.3008,0.3071,0.0,0.0,0.0317,0.0,0.0,0.0,0.1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1679,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C0E,0.0,0.0,0.0,0.0877,0.015,0.0,0.0,0.0,0.7294,0.0,0.0,0.0,0.134,0.0,0.0,0.0,0.0,0.0339,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C0F,0.0,0.0,0.2621,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.2667,0.0,0.0,0.0622,0.0,0.0,0.0,0.0,0.134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0C10,0.0,0.1039,0.3574,0.3181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1342,0.0,0.0,0.0,0.0,0.0,0.0864,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C11,0.0,0.0,0.4473,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0,0.2319,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C12,0.0,0.0,0.3962,0.3776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0401,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C13,0.0,0.1014,0.309,0.3152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0874,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0C14,0.0,0.2264,0.3509,0.2606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1394,0.0,0.0,0.0,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0C15,0.0,0.1679,0.432,0.2781,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C16,0.0,0.0,0.3745,0.315,0.0299,0.0,0.0273,0.0,0.0,0.0,0.0,0.0,0.2534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0C17,0.0,0.1369,0.3585,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C18,0.0,0.076,0.4375,0.2893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1169,0.0,0.0,0.0,0.0803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C19,0.0,0.0656,0.3725,0.3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1504,0.0,0.0,0.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C1A,0.0,0.0,0.4518,0.2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0277,0.0,0.1965,0.0,0.0,0.0,0.0,0.0,0.0723,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C1B,0.0,0.1163,0.3698,0.2739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1651,0.0749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0C1C,0.0,0.0,0.4436,0.3262,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.1436,0.0,0.0,0.0,0.0151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C1D,0.0,0.0626,0.446,0.3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0.0,0.0,0.0353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0C1E,0.0,0.0612,0.3515,0.3466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2232,0.0,0.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D01,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.473,0.0,0.0,0.0,0.1206,0.0,0.0,0.0,0.0,0.0,0.0993,0.0,0.0,0.2921,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D02,0.0,0.0,0.2388,0.3406,0.0,0.0,0.1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1449,0.0,0.0,0.0,0.0,0.146,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0D03,0.0,0.0,0.0,0.1527,0.0,0.0,0.0,0.0,0.432,0.0,0.0,0.0,0.0,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899,0.1543,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0D04,0.0,0.0,0.3733,0.1769,0.0343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225,0.0,0.0,0.093,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D05,0.0,0.0,0.3144,0.233,0.0,0.1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534,0.0,0.0957,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D06,0.0,0.1106,0.0,0.0,0.0,0.0,0.0,0.0,0.3879,0.0,0.0,0.0,0.0,0.1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.1037,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D07,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.4532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.2272,0.2516,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D08,0.0979,0.0,0.2729,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0751,0.0,0.0,0.0,0.0,0.3242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D09,0.0,0.0,0.2883,0.2411,0.0,0.0,0.0,0.1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573,0.101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D0A,0.0,0.0,0.197,0.2235,0.0,0.0,0.2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744,0.0,0.0,0.0,0.0,0.0,0.2027,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D0B,0.0,0.0,0.2279,0.2787,0.095,0.0,0.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D0C,0.0,0.1448,0.3038,0.2387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2977,0.015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D0D,0.0,0.0,0.0,0.0496,0.0,0.0,0.0431,0.0,0.4683,0.0,0.0,0.0,0.0,0.0,0.0,0.1661,0.0,0.0,0.0,0.0,0.0,0.2729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0D0E,0.0,0.0,0.2495,0.2767,0.0,0.0,0.0,0.1232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999,0.0,0.1507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0D0F,0.0,0.0,0.1787,0.349,0.0,0.0,0.0,0.1169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225,0.0,0.0,0.0,0.0,0.0,0.0,0.033,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D10,0.0,0.0733,0.199,0.3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D11,0.0526,0.0,0.2836,0.3837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1196,0.1606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D12,0.0,0.1249,0.2501,0.367,0.0,0.0,0.1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D13,0.0,0.0,0.4295,0.1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1224,0.0,0.0597,0.0,0.1887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D14,0.0,0.2019,0.2743,0.338,0.0,0.0,0.0,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1687,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D15,0.1536,0.0,0.2598,0.4761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0D16,0.0,0.0,0.2399,0.401,0.0,0.0,0.0,0.0187,0.0,0.0,0.0,0.0,0.1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1722,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D17,0.0,0.0,0.2486,0.3055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1623,0.0,0.0,0.0,0.1354,0.1481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0D18,0.0,0.0,0.3639,0.1909,0.0,0.0,0.0,0.1883,0.0,0.0,0.0,0.0,0.0,0.0,0.1164,0.1404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D19,0.0,0.0,0.264,0.4957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1003,0.0,0.0157,0.0,0.0,0.0,0.0,0.0,0.1243,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D1A,0.0,0.2585,0.2279,0.3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0D1B,0.0,0.1953,0.2477,0.2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.1617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0D1C,0.0,0.2277,0.2651,0.2448,0.16,0.0,0.0,0.1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D1D,0.0,0.1866,0.4403,0.1259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0D1E,0.0,0.0,0.2945,0.5175,0.0,0.0,0.0936,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0E01,0.0,0.0,0.2996,0.3773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.2911,0.017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E02,0.0,0.0,0.3237,0.3242,0.0,0.0,0.0434,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.2937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E03,0.0,0.0344,0.2933,0.3104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3354,0.0264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E04,0.0,0.0,0.3394,0.2498,0.0,0.0,0.0,0.0779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2563,0.0,0.0766,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E05,0.0,0.0,0.302,0.2899,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,0.2617,0.0,0.0,0.0,0.0,0.0,0.0,0.089,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E06,0.0,0.0,0.3142,0.3257,0.0,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.3043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E07,0.0,0.0,0.3071,0.3034,0.0,0.0,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.0,0.0343,0.3324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E08,0.015,0.0,0.3286,0.3471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0366,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E09,0.0,0.0,0.2857,0.3373,0.0,0.0,0.0,0.0199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2837,0.0,0.0,0.0,0.0734,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E0A,0.0234,0.0,0.3094,0.3054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2725,0.0893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E0B,0.0,0.0,0.3266,0.3301,0.0,0.015,0.0,0.0639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E0C,0.0,0.0,0.2634,0.3041,0.0,0.0,0.0,0.0403,0.0764,0.0,0.0,0.0,0.0,0.0,0.0,0.3157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0E0D,0.0,0.0,0.285,0.2995,0.0429,0.0,0.0344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E0E,0.0,0.0,0.3018,0.3493,0.0,0.0,0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687,0.0,0.0,0.0,0.0453,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E0F,0.0366,0.0,0.3222,0.2747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2924,0.0,0.0,0.0741,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E10,0.0,0.1651,0.3786,0.3334,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E11,0.0,0.1212,0.3465,0.2903,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E12,0.0,0.1514,0.2898,0.3962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,0.0,0.1404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E13,0.0,0.1934,0.4296,0.2807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0813,0.015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E14,0.0,0.1679,0.432,0.2781,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E15,0.0,0.2313,0.4216,0.2834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E16,0.0,0.1079,0.3974,0.2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1174,0.0,0.0,0.0,0.1256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E17,0.0,0.1249,0.3087,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1172,0.0,0.0,0.0,0.0,0.0521,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E18,0.0,0.0656,0.2944,0.4109,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E19,0.0,0.2434,0.4299,0.2655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376,0.0,0.0,0.0,0.0237,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E1A,0.0,0.1313,0.3275,0.2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0571,0.0,0.2373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E1B,0.0,0.126,0.2849,0.3869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0816,0.0,0.0,0.0,0.1206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E1C,0.0,0.1001,0.2883,0.2899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1761,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E1D,0.0,0.2391,0.4272,0.2242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449,0.0646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0E1E,0.0,0.098,0.3769,0.2889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2212,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
aTS-0F01,0.0,0.0478,0.3051,0.2871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1207,0.0,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
aTS-0F02,0.0,0.0,0.0,0.0,0.0,0.0365,0.0,0.0,0.5881,0.0,0.0,0.0,0.1174,0.0,0.0,0.0,0.0,0.0501,0.0,0.0,0.0,0.0,0.2079,1.0,1.0,1.0,0.0,0.0,0.0,1.6389749999999998
