SampleID,DataSource,BatchNum,LAP,MMT,CMC,CNF,SLK,AGR,ALG,CAR,CHS,PEC,PUL,STA,GEL,GLU,ZIN,GLY,FFA,LAC,LEV,PHA,SRB,SUA,XYL,TensileStress,TensileStress_STD,TensileStrain,TensileStrain_STD,TensileModulusLog10,TensileModulusLog10_STD,TensileToughnessMean100n90,TensileToughnessMean100n90_STD,TensileThickness,TensileThickness_STD,TransVis,TransVis_STD,TransIR,TransIR_STD,TransUV,TransUV_STD
aTS-011D,8396928,1,0.0,0.0,0.0,0.0,0.0637,0.0394,0.0,0.3342,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.01,5.615,0.4049999999999998,1.394839631958486,0.0623486558855169,0.0175886934917308,0.0019497501538581,80.0,0.0,77.83333333333333,2.1076579946049665,77.96666666666667,0.9672412085697936,55.166666666666664,1.8696404883173536
aTS-0203,8396928,2,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.2715,0.0,0.0,0.1024,0.0,0.0,0.0,0.0,0.3524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.406666666666666,0.4460443425888905,22.963333333333335,0.6738117112533912,2.6539753999483664,0.0228758270566246,2.061402748035226,0.0702368448497542,48.00000000000001,1.414213562373096,75.89999999999999,0.8981462390204998,75.0,0.3741657386773937,53.633333333333326,0.5436502143433355
aTS-020A,8396928,2,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.2436,0.0,0.0,0.0,0.0,0.0,0.1431,0.0,0.3413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.766666666666667,0.4322293629801453,10.256666666666668,0.6906196895220663,2.3114955238737047,0.1562880577839314,0.3526918587103986,0.0666533640693588,60.0,4.5460605656619535,68.33333333333333,2.098147330914166,68.53333333333333,0.6548960901462825,46.03333333333334,1.6499158227686108
aTS-020B,8396928,2,0.0,0.038,0.1374,0.0,0.0,0.0,0.0,0.1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,1.207504313311827,21.75,12.29670145472625,1.7666074820578357,0.1944702858478507,0.459959990330387,0.4128461215345469,55.666666666666664,3.2998316455372216,77.83333333333333,0.5557777333511013,76.53333333333333,0.731816613336672,54.76666666666667,1.558489297008128
aTS-020C,8396928,2,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2451,0.0,0.0,0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,18.61,3.37,1.625,0.355,3.529973076210821,0.0680537248386417,0.0663765847147218,0.0275909322535596,49.5,9.499999999999998,62.73333333333334,2.9238483012784533,59.00000000000001,3.2934277989150855,41.133333333333326,2.7182510717166815
aTS-020D,8396928,2,0.0,0.0,0.2316,0.0988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336,35.376666666666665,8.388600730886067,2.1633333333333336,0.6926438879796425,3.5238130008799646,0.0529366118491061,0.5184828138814921,0.3379820978432715,41.0,4.082482904638631,55.03333333333333,1.065624490876386,59.1,0.2828427124746163,26.30000000000001,1.49666295470958
aTS-020F,8396928,2,0.0,0.0,0.015,0.3486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1922,0.0,22.696666666666665,1.935361005658175,2.563333333333333,0.1796910929592473,3.429102589234468,0.0110356493816898,0.3746928020887279,0.0394827146660324,63.0,4.320493798938574,47.96666666666667,1.0208928554075696,46.333333333333336,0.6342099196813484,17.66666666666667,2.085398975948938
aTS-0211,8396928,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2438,0.0,0.3674,0.0,0.0,0.0333,0.0,0.0,0.0,0.1187,0.0,0.0,0.0,0.0,0.0,12.81,1.7905492639597116,2.876666666666667,0.6368847793928053,2.900499740647948,0.1103174000096408,0.2728262092388532,0.0661019899904291,67.0,6.164414002968977,69.03333333333335,0.9843215373488896,67.13333333333333,1.7987650084309383,44.43333333333334,2.485066509282105
aTS-0212,8396928,2,0.0,0.0,0.2145,0.0,0.0,0.0,0.2407,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2726,0.0,9.613333333333332,0.7344083030273801,12.763333333333334,1.5685308058463143,2.7661006328799673,0.014132738009771,0.9027173468049682,0.1727478732880955,66.33333333333334,4.642796092394706,27.266666666666666,0.9177266598624134,39.4,0.3741657386773937,9.933333333333335,0.377123616632824
aTS-021A,8396928,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3037,0.0,0.0,0.0,0.0,0.0,0.4974,0.0,0.0,0.1129,0.0,0.0,0.0,0.042,0.0,0.0,0.0,10.693333333333332,1.6047083501025623,11.8,5.475296034614627,2.665034440605357,0.0427614699668999,0.9573537956941413,0.5462805606949118,34.0,2.160246899469285,67.03333333333333,0.4109609335312648,65.93333333333334,0.1699673171197586,45.46666666666667,1.901461426260223
aTS-0302,8396928,3,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.3513,0.0,0.0,0.0,0.0,0.2914,0.0,0.0,0.3186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59666666666667,2.028091604330424,6.746666666666667,1.297107894081633,2.933711918141926,0.0723669204148615,0.7998303675254922,0.2466530007990826,42.666666666666664,1.885618083164125,67.63333333333334,0.6944222218666565,66.5,0.4242640687119278,46.53333333333333,0.7408703590297613
aTS-030D,8396928,3,0.0,0.2363,0.1382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172,28.846666666666668,6.483241644595875,1.133333333333333,0.0731816613336671,3.6318779431585178,0.0040578766966216,0.1564844044082756,0.0788885003282031,47.33333333333333,7.408703590297624,65.2,0.2828427124746163,67.4,0.3559026084010421,34.10000000000001,0.2828427124746163
aTS-0311,8396928,3,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0,0.8542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253,0.0,9.546666666666669,7.202820435233842,0.6,0.1728197519575429,3.557549330898032,0.0297418053596878,0.023371667606829,0.0273829205679436,59.0,9.79795897113271,70.7,0.1414213562373148,69.13333333333334,0.094280904158206,48.8,0.2943920288775958
aTS-0313,8396928,3,0.0,0.0,0.0244,0.0661,0.0,0.0,0.0,0.3897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1414,0.0,64.255,6.615000000000002,2.21,0.0699999999999998,3.703764357794852,0.0343615475010727,0.6462053624739713,0.085657754679604,39.5,2.500000000000002,76.56666666666668,1.132352516764197,77.4,0.8286535263104036,43.6,8.086202240030028
aTS-031E,8396928,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0264,0.0,0.0,0.3803,0.0,0.2634,0.3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.44,2.6355012173525294,0.9733333333333332,0.1114550233153365,3.4528123124752383,0.0336091593085896,0.051765318613098,0.0225187176666177,59.33333333333333,12.47219128924647,69.83333333333333,0.5734883511361777,67.93333333333334,0.1699673171197586,55.13333333333333,8.756077254620868
aTS-0405,8396928,4,0.0,0.0,0.015,0.3178,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35666666666666,5.657751811060251,1.2033333333333334,0.1778263822446552,3.7450802123924087,0.0634179681051226,0.2597844581174884,0.0752709740145712,48.33333333333334,2.494438257849294,37.86666666666667,4.72181697607558,50.46666666666667,3.7025516726831618,30.0,2.174089847882709
aTS-0406,8396928,4,0.0,0.0,0.2663,0.0,0.0,0.0,0.0471,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1868,0.0,0.0,0.0,0.0,0.0,0.0,19.275,3.885,0.41,0.03,3.8275652752857177,0.0670997113835005,0.034282715298536,0.0116878937623191,33.5,0.5000000000000004,75.2,0.2160246899469295,72.83333333333333,0.4027681991198181,51.6,0.408248290463863
aTS-0407,8396928,4,0.1131,0.0,0.0,0.0,0.274,0.0,0.0,0.2534,0.0,0.0,0.2731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38,2.7298717918612954,0.48,0.1986621923433512,3.708772680847215,0.0385107916388521,0.0152446870124454,0.0070137306944681,33.0,5.887840577551898,65.66666666666667,2.0072092289766115,70.3,0.9201449161228172,44.53333333333333,1.681930108205714
aTS-0408,8396928,4,0.0,0.221,0.3562,0.0993,0.0,0.0,0.0,0.1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.49,4.878531199722583,0.9466666666666668,0.2229100466306731,4.024732753126645,0.0359733692676999,0.2886269507368232,0.0934167601744041,35.333333333333336,7.408703590297622,66.83333333333333,0.3299831645537211,63.86666666666667,0.2494438257849304,36.5,0.5887840577551869
aTS-0409,8396928,4,0.0,0.0,0.0,0.2459,0.0,0.0,0.038,0.0,0.0,0.0,0.4669,0.0,0.2342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.800000000000004,8.273294386155976,0.6233333333333334,0.1732692189115603,3.885164894289173,0.0189422231179334,0.1070462240488854,0.0486014014611004,42.666666666666664,0.942809041582061,64.96666666666665,0.3399346342395173,62.8,1.0424330514074596,39.06666666666666,0.6182412330330457
aTS-040A,8396928,4,0.0,0.1894,0.2296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566,0.3057,0.0,0.0,0.0,0.0,0.0,0.0,23.113333333333333,1.2388794219867485,0.7633333333333333,0.0579271573232758,3.7709535481287624,0.0729794413858899,0.1015011193717175,0.0043491117045166,51.0,2.160246899469285,60.96666666666667,0.6599663291074448,62.8,1.224744871391589,35.63333333333334,1.5107025591499543
aTS-0411,8396928,4,0.0,0.3019,0.0,0.2749,0.0,0.0,0.0,0.0,0.0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341,0.0,0.0,0.0,0.0,0.0,0.0,26.55,3.600342576292799,0.5033333333333333,0.1167142760000773,3.928470649319031,0.0445916657995661,0.0618313831220118,0.0109607223224713,47.666666666666664,4.714045207910314,19.96666666666667,1.38884444373331,27.0,0.6164414002968972,3.3333333333333286,0.3681787005729053
aTS-0412,8396928,4,0.0,0.0,0.2962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862,0.2995,0.0,0.1023,0.0,0.0,0.0,0.0,0.0,7.3275,1.1077990566885314,11.62,1.547691829790414,2.2556105950156757,0.0635837287278066,0.5221199180034355,0.1300092011688522,50.75,7.79021822544144,51.0,0.5715476066494064,61.36666666666667,0.4189935029992181,13.666666666666671,1.667999467092907
aTS-0413,8396928,4,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.2213,0.0,0.0,0.1985,0.0,0.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.13999999999999,2.804365644253022,2.02,0.422926313518876,3.793984254180452,0.0107487341170959,0.6733488563131714,0.2060731236080638,40.666666666666664,5.55777733351102,43.26666666666666,5.97345982008938,55.9,3.24037034920393,31.700000000000003,0.5887840577551869
aTS-0415,8396928,4,0.0,0.0,0.2039,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0351,0.0,0.0,0.0,0.0,0.0,15.63,8.137337812003793,1.336666666666667,0.4502098276236191,3.409096316375458,0.2640233319743339,0.1076230278579595,0.0751410346939526,58.66666666666667,13.199326582148888,72.46666666666667,0.1247219128924639,68.7,0.2449489742783183,52.833333333333336,2.148384405909604
aTS-0416,8396928,4,0.0,0.0,0.0,0.2502,0.0,0.0,0.0,0.0894,0.0,0.0,0.0,0.0,0.3092,0.0,0.0,0.1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.366666666666664,3.605480396408901,0.5033333333333333,0.2894055209486432,4.056670555397668,0.0411362878407966,0.0849391229992254,0.0732350868555752,26.0,0.8164965809277254,63.366666666666674,0.1247219128924633,59.2,1.143095213298814,33.86666666666666,0.3299831645537168
aTS-0417,8396928,4,0.0,0.0,0.0,0.0,0.0,0.0472,0.0,0.3114,0.0,0.0,0.253,0.0,0.1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5600000000000005,2.0900000000000003,0.15,0.0,3.7291603884492783,0.1212394724751115,0.0043412958811051,0.0014973462246534,35.50000000000001,1.4999999999999978,72.3,0.2828427124746163,70.83333333333333,0.2624669291337264,43.43333333333333,0.8259674462242595
aTS-0418,8396928,4,0.0,0.1967,0.2236,0.0,0.0,0.0,0.0,0.1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1449,0.0,0.0,0.0,0.0,0.0,0.0,32.946666666666665,13.433034736135474,0.6733333333333333,0.3336997985548621,3.9268719314146594,0.1020449725010345,0.1461588677413905,0.1271489411637788,45.99999999999999,6.531972647421809,68.43333333333334,1.6739839372652945,70.8,0.374165738677395,40.7,0.8041558721209873
aTS-041A,8396928,4,0.0,0.3173,0.0,0.339,0.015,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.43,10.951203891201493,0.84,0.0941629792788369,3.9885049243106265,0.1053691320672396,0.2108918870821604,0.0842684812055744,41.333333333333336,4.642796092394704,57.633333333333326,1.515109090315133,59.76666666666667,2.9634814361190487,24.933333333333337,1.3572848714334875
aTS-041B,8396928,4,0.0,0.0,0.0,0.3006,0.0,0.0,0.0,0.0607,0.0,0.0,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246,0.0,20.95,4.75,0.8150000000000001,0.265,3.684555333078156,0.0278617314572773,0.1138120836516812,0.0640234520766543,47.5,5.499999999999998,56.099999999999994,0.6531972647421814,51.76666666666667,0.377123616632824,33.533333333333346,0.8993825042154688
aTS-041C,8396928,4,0.0,0.0,0.2365,0.0,0.0,0.0,0.0,0.2029,0.0,0.0,0.2992,0.0,0.0,0.0,0.0,0.1613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.46,8.799999999999999,0.985,0.2049999999999999,3.6624664248515377,0.0739826995719608,0.1785182888481993,0.0841945149494514,39.0,3.0000000000000027,74.53333333333335,0.377123616632824,70.13333333333334,0.3681787005729095,54.1,0.6683312551921147
aTS-041E,8396928,4,0.0,0.015,0.0,0.0543,0.0,0.0,0.0,0.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3455,0.0,0.0,0.0,0.0,0.0,0.0,21.24666666666667,5.331193320657414,0.9533333333333333,0.3704351795148811,3.680989326012067,0.1324796421788385,0.1200879114735025,0.0633180463265667,32.0,7.118052168020874,66.63333333333334,0.2054804667656331,65.36666666666667,1.806162291219211,33.96666666666667,2.58241919309954
aTS-041F,8396928,4,0.0,0.0,0.2614,0.2616,0.0,0.0,0.0,0.0,0.0,0.0,0.2501,0.0,0.0,0.0,0.0,0.0,0.0,0.0491,0.0,0.0,0.0,0.0,0.0,39.57,5.408077292347067,11.24,0.5919881755575868,3.615622965557981,0.0110468039741303,3.710591865558369,0.5429853658002789,40.5,4.609772228646443,57.86666666666667,1.4197026292697918,52.53333333333334,0.2357022603955158,34.16666666666667,1.8517259216441575
aTS-0421,8396928,4,0.1806,0.0,0.0,0.1895,0.0,0.0,0.2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1847,0.0,0.0,0.0,0.0,0.0,13.11,2.779004617964257,5.033333333333333,0.5231528351150251,3.0855260043862383,0.0767579490365625,0.5014899679348522,0.1592491630379677,51.666666666666664,3.299831645537221,59.4,0.5887840577551917,56.23333333333333,1.8624953392931995,35.63333333333334,2.683695627716049
aTS-0422,8396928,4,0.0,0.0,0.0,0.0,0.0,0.0,0.679,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0831,0.0,0.0,0.0,0.015,0.0,0.0,0.0,20.483333333333334,1.8499789788595504,4.276666666666666,1.0452857132010476,3.273524733659911,0.0508751634555812,0.6866746674602928,0.212241718267137,42.0,2.9439202887759484,76.10000000000001,1.845715759987616,70.63333333333333,0.2494438257849285,50.46666666666667,2.361261433123313
