SampleID,LAP,MMT,CMC,CNF,SLK,AGR,ALG,CAR,CHS,PEC,PUL,STA,GEL,GLU,ZIN,GLY,FFA,LAC,LEV,PHA,SRB,SUA,XYL,Feasibility,TransVis,TensileStrength,TensileSED,FireRR
aTH-0844,0.0,0.3135,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.237,True,,,,
aTH-0845,0.0,0.0,0.2228,0.0,0.1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.2691,0.0,0.0,0.0,0.0,0.2236,False,,,,
aTH-0846,0.0,0.2539,0.0,0.1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2476,0.1616,0.0,0.0,0.2021,True,,,,
aTH-0847,0.4567,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.0,0.0513,0.3245,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0848,0.0,0.3133,0.0,0.0,0.0,0.0,0.2173,0.0309,0.0,0.0,0.2493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893,0.0,0.0,0.0,True,69.23,,,
aTH-0849,0.0,0.0,0.3074,0.0,0.0,0.0,0.2495,0.0912,0.082,0.2699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,
aTH-0850,0.0,0.0,0.0,0.0,0.0,0.4611,0.0,0.0,0.0524,0.0,0.0,0.0,0.0,0.0,0.0506,0.0,0.0489,0.0,0.0,0.0,0.0,0.387,0.0,False,,,,
aTH-0851,0.1129,0.1038,0.305,0.3824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,29.89,0.129,0.571
aTH-0852,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513,0.0,0.262,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.5089,False,,,,
aTH-0853,0.0,0.1396,0.3094,0.3059,0.0,0.1273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1179,0.0,0.0,0.0,0.0,0.0,True,68.0,51.927,0.74,
aTH-0854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2248,0.0,0.0,0.1981,0.0,0.0,0.0,0.0,0.0,0.1281,0.2868,0.0,0.0,0.0,0.0,0.1621,True,73.83,9.988,0.963,0.032
aTH-0855,0.1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605,0.0,0.0,0.0,0.0,0.0,0.3533,0.0,0.3273,0.0,0.0,0.1359,0.0,False,,,,
aTH-0856,0.0,0.0,0.0,0.0,0.0503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2804,0.0,0.4816,0.0,0.1877,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0857,0.5166,0.0,0.0,0.1203,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0858,0.0,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2137,0.0,0.0,0.0,0.0,0.0,0.2444,0.0,0.2274,0.1415,False,,,,
aTH-0859,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2533,0.0,0.0,0.2151,0.0,0.267,0.0,0.0,0.2156,False,,,,
aTH-0860,0.0,0.2746,0.0,0.0,0.0,0.168,0.0,0.2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.0,0.0635,0.0,0.0,0.0,True,,,,
aTH-0901,0.0,0.0,0.0,0.2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1302,0.293,0.0,0.0,0.0,0.0,0.3766,False,,,,
aTH-0902,0.0,0.0,0.1517,0.0,0.0,0.0,0.3798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489,0.325,0.0945,0.0,True,,,,
aTH-0903,0.0,0.0,0.1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1151,0.0,0.3257,0.1966,0.0,0.0,0.1641,0.0,0.0,0.0,False,,,,
aTH-0904,0.2373,0.0,0.0,0.0,0.0,0.0,0.0,0.3458,0.0,0.0,0.2268,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568,0.0,False,,,,
aTH-0905,0.2035,0.0,0.0,0.2604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,True,,,,
aTH-0906,0.1845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.212,0.237,0.0,0.0,0.1005,0.0,0.0,0.0,0.0,False,,,,
aTH-0907,0.0,0.0,0.1917,0.0,0.0,0.0,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3409,0.0,0.126,0.0,0.2889,0.0,False,,,,
aTH-0908,0.0,0.0,0.0,0.155,0.0,0.0285,0.0,0.29,0.2371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2894,0.0,0.0,0.0,0.0,False,,,,
aTH-0909,0.0,0.0,0.0,0.0,0.0,0.2798,0.0,0.0,0.0,0.0,0.0,0.2847,0.0,0.064,0.0,0.121,0.0,0.0,0.0,0.0,0.2505,0.0,0.0,False,,,,
aTH-0910,0.0,0.0,0.3033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718,0.1065,0.4689,0.0495,0.0,0.0,0.0,False,,,,
aTH-0911,0.0,0.0,0.0,0.0,0.0,0.0265,0.0,0.0,0.6403,0.0,0.0,0.0404,0.2121,0.0,0.0,0.0,0.0,0.0,0.0807,0.0,0.0,0.0,0.0,True,79.87,53.06,2.188,0.008
aTH-0912,0.0,0.0,0.4093,0.3885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1718,0.0,0.015,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,False,,,,
aTH-0913,0.0,0.1666,0.2275,0.0,0.0,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1525,0.0,0.0,0.1905,0.0,True,,,,
aTH-0914,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.1521,0.0,0.0,0.0,0.0,0.0,0.0,0.1582,0.0,0.3155,0.0,0.0,0.0,0.0,0.3592,0.0,False,,,,
aTH-0915,0.1545,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.0,0.0,0.141,0.0,0.0,0.0,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0916,0.133,0.2457,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2729,0.0,0.0,0.0,0.0,0.1305,True,,,,
aTH-0917,0.0,0.0,0.0,0.0,0.281,0.0,0.0,0.0,0.0338,0.0,0.0,0.2967,0.0,0.0,0.0,0.0,0.231,0.0,0.1575,0.0,0.0,0.0,0.0,False,,,,
aTH-0918,0.1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.31,0.1505,0.0,0.0,0.0,0.21,False,,,,
aTH-0919,0.1465,0.0,0.2812,0.0,0.0,0.0,0.0,0.3335,0.0,0.0,0.0,0.0,0.0,0.1788,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0920,0.0768,0.0,0.0,0.0425,0.0,0.0,0.0,0.0,0.0,0.0,0.3325,0.0,0.0,0.0,0.0,0.0,0.3081,0.0,0.0,0.0,0.0,0.2401,0.0,False,,,,
aTH-0921,0.0655,0.0,0.0,0.0,0.0,0.0,0.5229,0.0,0.0468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.1426,0.0,0.0,0.0,0.0,False,,,,
aTH-0922,0.0,0.2075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2035,0.0,0.0407,0.0,0.0,0.0,0.0,0.0,0.0,0.2789,0.0,0.0,0.0,0.2694,True,,,,
aTH-0923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.102,0.4885,0.0,0.0,0.0,0.0,0.0,0.0,0.2805,False,,,,
aTH-0924,0.0,0.0,0.1082,0.0,0.2788,0.0,0.0,0.0,0.3407,0.0,0.0,0.0,0.0,0.2232,0.0,0.0,0.0,0.0,0.0,0.0492,0.0,0.0,0.0,False,,,,
aTH-0925,0.0,0.0667,0.2007,0.0,0.0,0.0,0.0,0.0797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3514,0.0,0.0,0.0,0.0,0.0,0.3014,0.0,True,,,,
aTH-0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2415,0.0,0.0,0.0,0.0,0.1251,0.0,0.0,0.0,0.0494,0.0,0.3283,0.2558,0.0,0.0,0.0,False,,,,
aTH-0927,0.0,0.0,0.0,0.0,0.5616,0.0,0.0,0.116,0.0758,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.1785,0.0,0.0,0.0,False,,,,
aTH-0928,0.0,0.0,0.0,0.2702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2741,0.2471,0.0,0.0,0.0,0.0,0.0,0.0,0.2086,False,,,,
aTH-0929,0.0,0.0,0.0,0.0,0.1933,0.2043,0.2981,0.0,0.0,0.0,0.0,0.0,0.3042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0930,0.2015,0.0389,0.0,0.4032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,0.0,0.0,0.0825,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0931,0.0,0.0,0.0,0.0,0.0,0.2864,0.0,0.439,0.0,0.0,0.1329,0.0,0.0496,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,
aTH-0932,0.0,0.0,0.0,0.0,0.0,0.0,0.0492,0.0,0.2319,0.0,0.0,0.2416,0.0,0.1982,0.0,0.0,0.2792,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0933,0.0,0.0684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2119,0.0,0.0,0.0,0.3359,0.0,0.0,0.3339,0.0,0.0,0.0,0.0,0.05,False,,,,
aTH-0934,0.0,0.0,0.0,0.0,0.0,0.2557,0.0,0.0,0.0,0.3152,0.0,0.0,0.0,0.0388,0.0,0.0,0.0,0.0573,0.0,0.3331,0.0,0.0,0.0,False,,,,
aTH-0935,0.2465,0.0,0.0,0.0,0.0,0.0,0.2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.2174,0.0,0.2792,0.0,0.0,0.0,0.0,False,,,,
aTH-0936,0.0,0.0,0.0,0.0,0.0,0.0485,0.0,0.0,0.0,0.0,0.0,0.0,0.2326,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.197,0.234,False,,,,
aTH-0937,0.0,0.1558,0.0,0.0,0.264,0.0,0.0,0.2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.0287,0.0,0.0,0.0,False,,,,
aTH-0938,0.0,0.0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1413,0.0,0.0,0.0,0.0495,0.0,0.2589,0.0,0.0,0.0,0.4902,False,,,,
aTH-0939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1054,0.4501,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0895,0.097,0.0,0.0,0.0,0.0,False,,,,
aTH-0940,0.0,0.0269,0.0,0.0,0.0,0.0,0.238,0.0858,0.0,0.0,0.2126,0.0,0.0,0.0,0.0,0.4367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,75.2,7.53,1.707,0.07
aTH-0941,0.0,0.0,0.3902,0.1829,0.0861,0.0,0.0,0.0,0.0,0.0,0.0681,0.0,0.2726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1586,0.0,0.3153,0.0,0.0,0.0,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.1564,0.0,0.3283,True,,,,
aTH-0943,0.0,0.0,0.0,0.0,0.0,0.2728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2126,0.0,0.0,0.128,0.0735,0.0,0.0,0.0,0.3131,0.0,True,,,,
aTH-0944,0.5453,0.385,0.0,0.0,0.0,0.0,0.0697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0945,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2475,0.1315,0.0,0.0,0.0,0.0,0.0,0.0,0.334,False,,,,
aTH-0946,0.0,0.144,0.2834,0.4617,0.0,0.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,75.97,59.35,0.715,0.244
aTH-0947,0.0,0.1659,0.0,0.3032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695,0.0,0.0,0.0,0.0,0.0,0.2435,0.118,True,,,,
aTH-0949,0.0,0.1163,0.3698,0.2739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1651,0.0749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0950,0.0,0.0,0.0,0.1226,0.0,0.2497,0.0,0.0,0.2864,0.0,0.0,0.0,0.0,0.0899,0.0,0.2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0951,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.3316,0.2213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2135,0.0,0.0,0.1846,0.0,0.0,False,,,,
aTH-0952,0.0,0.0,0.2569,0.2312,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.1457,0.1562,0.0,0.0,0.0,0.0,True,76.87,13.727,0.07,0.014
aTH-0953,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.1705,0.0,0.0,0.0,0.0,0.1185,0.347,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0954,0.0,0.0,0.0,0.0,0.2205,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.274,0.0,0.0,0.0,0.264,0.0,0.0,0.0,0.0965,0.0,False,,,,
aTH-0955,0.086,0.3062,0.0,0.0318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684,0.0,0.0,0.2075,0.0,0.0,0.0,0.0,0.0,True,,,,
aTH-0956,0.0,0.0,0.0,0.4583,0.0,0.0,0.0,0.1662,0.0,0.0,0.0,0.0,0.128,0.2144,0.0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,
aTH-0957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.301,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.292,False,,,,
aTH-0958,0.0,0.0,0.2773,0.1928,0.0,0.0,0.0,0.0,0.0,0.0,0.2616,0.0,0.1925,0.0759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0959,0.0,0.0,0.0505,0.0,0.0,0.0,0.0,0.327,0.0,0.0,0.0655,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.0,True,,,,
aTH-0960,0.0,0.0,0.0,0.0,0.0,0.0,0.2748,0.0,0.0,0.0,0.0,0.1395,0.0,0.0,0.0,0.049,0.0,0.2647,0.0,0.0,0.0,0.0,0.2721,True,,,,
aTH-0A01,0.0,0.2053,0.0,0.0,0.2636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3151,0.0,0.0755,0.1405,0.0,0.0,0.0,0.0,True,,,,
aTH-0A02,0.0,0.0,0.0892,0.3242,0.0,0.1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494,0.0,0.0,0.3957,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3095,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.2735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A04,0.0,0.0,0.2748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2046,0.0,0.0,0.2316,0.0,0.0,0.1826,0.0,0.0,0.0,0.1064,False,,,,
aTH-0A05,0.0,0.0,0.032,0.0,0.0,0.1551,0.0,0.0,0.0,0.0,0.0,0.2641,0.2898,0.2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,
aTH-0A06,0.0,0.0,0.2468,0.2934,0.0,0.0,0.0,0.1239,0.0,0.0,0.1447,0.0,0.0,0.0,0.0,0.0,0.0,0.1912,0.0,0.0,0.0,0.0,0.0,True,75.27,55.313,1.926,
aTH-0A07,0.0,0.0,0.0,0.0,0.0,0.0,0.2565,0.0,0.2275,0.0,0.0,0.0,0.1766,0.0,0.0,0.0,0.1395,0.2,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A08,0.0,0.2853,0.3029,0.0856,0.0,0.0,0.0,0.2703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0559,0.0,0.0,0.0,0.0,0.0,True,75.27,73.927,0.803,
aTH-0A09,0.0,0.2886,0.0,0.0,0.0,0.0,0.0,0.0,0.2926,0.0,0.0,0.0,0.0,0.0927,0.0,0.0,0.0,0.0499,0.2762,0.0,0.0,0.0,0.0,False,,,,
aTH-0A10,0.0,0.0,0.0,0.0,0.0,0.0,0.2109,0.0,0.3349,0.0,0.0,0.0,0.0653,0.0,0.0,0.1579,0.0,0.0,0.2309,0.0,0.0,0.0,0.0,False,,,,
aTH-0A11,0.0,0.0,0.1359,0.0,0.3378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2073,0.0,0.0,0.319,0.0,0.0,0.0,0.0,False,,,,
aTH-0A12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0781,0.0,0.0,0.3824,0.0,0.0,0.0,0.0,0.3045,0.1595,0.0,0.0,0.0,0.0,0.0755,0.0,True,,,,
aTH-0A13,0.0,0.0303,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.0,0.309,0.0,0.0,0.0,0.2918,0.0,0.0,0.0,0.0,0.0,0.3201,0.0,False,,,,
aTH-0A14,0.2593,0.0,0.0,0.5154,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A15,0.1091,0.0,0.0,0.0411,0.0,0.0,0.0,0.198,0.0,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3248,0.0,True,39.63,0.365,0.01,0.634
aTH-0A16,0.4387,0.0,0.0,0.0,0.0,0.0,0.0,0.1731,0.0,0.0,0.1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1976,True,,,,
aTH-0A17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.186,0.0,0.0795,0.2265,0.0,0.0,0.0,0.278,False,,,,
aTH-0A18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793,0.0,0.0,0.0,0.2098,0.0,0.0,0.3622,0.0,0.3486,0.0,0.0,0.0,False,,,,
aTH-0A19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.251,0.2596,0.0,0.0,0.0,0.1825,0.0,0.0,0.0,0.0,0.168,0.0,0.0,True,,,,
aTH-0A20,0.0,0.0,0.0,0.2407,0.0,0.0638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.233,0.1415,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A21,0.0366,0.0,0.3222,0.2747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2924,0.0,0.0,0.0741,0.0,0.0,0.0,0.0,True,76.53,,,0.022
aTH-0A22,0.0,0.0,0.4436,0.3262,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,0.1436,0.0,0.0,0.0,0.0151,0.0,0.0,0.0,0.0,0.0,0.0,True,80.4,77.217,0.686,0.024
aTH-0A23,0.0,0.0,0.3332,0.0,0.1991,0.0,0.0,0.0,0.0,0.3521,0.0,0.0,0.0,0.0225,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A24,0.0,0.0,0.3008,0.3071,0.0,0.0,0.0317,0.0,0.0,0.0,0.1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1679,0.0,0.0,0.0,0.0,True,79.0,60.373,0.574,0.009
aTH-0A25,0.0,0.3066,0.0,0.0,0.0,0.3088,0.0,0.0,0.3203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0644,False,,,,
aTH-0A26,0.0,0.0,0.1972,0.0,0.0,0.0,0.2439,0.0,0.0,0.0,0.141,0.0,0.1786,0.0,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,
aTH-0A27,0.0,0.0,0.3369,0.0,0.0,0.0,0.0,0.0,0.3073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2157,0.1401,0.0,0.0,0.0,False,,,,
aTH-0A29,0.0675,0.0,0.0,0.0,0.415,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.1375,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,False,,,,
aTH-0A30,0.0,0.0,0.0,0.1701,0.2565,0.2416,0.0,0.0,0.3318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A31,0.0,0.1249,0.2501,0.367,0.0,0.0,0.1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,True,78.97,73.875,0.48,0.064
aTH-0A32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2216,0.0,0.0861,0.0,0.3724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2897,0.0301,False,,,,
aTH-0A33,0.0,0.2474,0.1848,0.0,0.0,0.0,0.0,0.0,0.1468,0.0,0.1025,0.0,0.0,0.0,0.0,0.3185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A34,0.0,0.226,0.0,0.0,0.0,0.0,0.1938,0.2057,0.0247,0.0,0.0,0.0,0.0,0.3499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A35,0.0,0.0,0.0,0.0281,0.0,0.0,0.0,0.0,0.0,0.1479,0.0,0.0,0.0,0.0,0.1359,0.0,0.0,0.0,0.0,0.3723,0.3158,0.0,0.0,False,,,,
aTH-0A36,0.2325,0.1886,0.236,0.0,0.0,0.0615,0.2815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A37,0.0,0.0,0.0,0.0756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.0,0.0,0.0,0.2305,0.0,0.0,0.236,0.179,False,,,,
aTH-0A38,0.3533,0.0,0.0,0.0806,0.0,0.0,0.0,0.0,0.0,0.0,0.0989,0.0,0.0,0.0,0.0,0.4672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A39,0.225,0.0,0.0,0.2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3095,0.0,0.0,0.0,0.0,0.0,0.0,0.245,False,,,,
aTH-0A40,0.0,0.0,0.0,0.2282,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.0,0.0,0.0,0.2337,0.0,0.0985,0.0,0.0,0.0,0.2635,0.0,0.0,False,,,,
aTH-0A41,0.0,0.1894,0.185,0.0,0.0,0.0,0.0824,0.1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3634,0.0,0.0,0.0,0.0,0.0,False,,,,
aTH-0A42,0.0625,0.0,0.0,0.193,0.0,0.0,0.0,0.2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3089,0.0,0.184,0.0,0.0,0.0,0.0,0.0,True,,,,
aTH-0A43,0.0,0.0,0.0,0.2827,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.0,0.0,0.0,0.4343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,
aTH-0A44,0.0,0.0,0.0,0.3136,0.0,0.0,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.2688,0.1024,0.0,0.0,0.1559,0.0,0.0,0.0,False,,,,
aTH-0A45,0.0,0.0,0.3746,0.0,0.0,0.0486,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.3671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1947,False,,,,
aTH-0A46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.0,0.0,0.1465,0.0,0.286,0.0,0.102,0.0,0.2365,0.0,0.0,0.0,True,,,,
aTH-0A47,0.0,0.0,0.2525,0.2938,0.0,0.0,0.0,0.0,0.0,0.0,0.2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1371,0.0,0.0,0.0,0.0539,True,79.03,54.847,0.564,0.005
aTH-0A48,0.0,0.3954,0.0,0.0,0.0,0.0,0.0,0.2677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2861,0.0508,0.0,0.0,0.0,0.0,0.0,True,,,,
aTH-0A49,0.0,0.0791,0.0,0.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0343,0.0,0.0,0.0,0.0,0.0,0.0397,0.0,0.0,0.0,0.0,0.4067,0.0,True,77.07,28.097,0.697,
aTH-0A50,0.0,0.1258,0.0,0.3985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958,0.0,0.0,0.0,0.0,0.0,0.0,0.0489,0.0,0.3311,0.0,0.0,True,,,,
